quiz_no,quiz_title,q_no,q_type,stem,options,answer,analysis,is_open,source_file
045,二时教法修行次第,4,判断题,4．【判断题】印度的祖师认为听到空性的道理能欢喜落泪的人，是大乘根性的人，所以须菩提此时“回俗向圣”。,,错误,印度的祖师认为听到空性的道理能欢喜落泪的人，是大乘根性的人，所以须菩提此时回小向大。,0,/Users/apple/study/buddhism/output/quizzes.csv
045,二时教法修行次第,5,单选题,5．【单选题】依据课程内容，经文“佛说如是甚深经典，我从昔来所得慧眼，未曾得闻如是之经。”中的“甚深”是什么含义？,A. 能够讲到空性这样的道理。 || B. 此处的“甚深”是指水深火热。 || C. 太深，无法测量。 || D. 能够讲到性空的道理。,A,须菩提赞叹老师“希有”，然后说，老师，你讲这么甚深的经典；在般若经里，能够称为“甚深”，就是能够讲到空性这样的道理。,0,/Users/apple/study/buddhism/output/quizzes.csv
045,二时教法修行次第,6,多选题,6．【多选题】依据课程内容，对于经文“佛说如是甚深经典，我从昔来所得慧眼，未曾得闻如是之经”中的“慧眼”应如何理解？,A. 慧眼是五眼之一。 || B. 慧眼就是具有特异功能的眼睛。 || C. 慧眼就是声闻乘、小乘佛教修的最高果位所得的智慧。 || D. 证阿罗汉所得的智慧叫慧眼。,ACD,慧眼是五眼之一。实际上慧眼就是声闻乘、小乘佛教修的最高果位——证阿罗汉所得的智慧叫慧眼。,0,/Users/apple/study/buddhism/output/quizzes.csv
045,二时教法修行次第,7,多选题,7．【多选题】依据课程内容，为什么很多人学佛很难生信，顶多是半信半疑？,A. 因为凡夫颠倒。 || B. 因为佛陀这位觉者对世界的理解，跟我们凡夫对世界的理解，正好相反。 || C. 因为佛陀证悟的真实，我们凡夫一点儿影子没有见过。 || D. 因为心中所熏习积淀下的对凡夫境界的实有认识，太坚固，太难以打破了。,ABCD,学佛这个信是很难建立的，就是因为颠倒。佛陀这位觉者对世界的理解，跟我们凡夫对世界的理解，正好相反。我们凡夫所认为的真实，佛陀认为根本就不真实，而且不仅是不真实的问题，是凡夫境界根本就不存在。而佛陀证悟的真实，我们凡夫又一点儿影子没有见过，正好相反。因为我们多生累劫的相似相续的过程当中，在我们心中所熏习积淀下的对凡夫的实有认识，太坚固了，太难以打破了。,0,/Users/apple/study/buddhism/output/quizzes.csv
045,二时教法修行次第,8,多选题,8．【多选题】依据课程内容，《华严经》说“信为道元功德母”，学习佛陀的教法，根本就在一个“信”字，具体而言要信什么？,A. 信佛陀是圆满的觉者。 || B. 信佛陀说的法，一定能够引领着众生走向解脱。 || C. 信佛陀是主宰我们命运的大神。 || D. 信佛陀是娑婆世界的创造者。,AB,《华严经》说：“信为道元功德母。”其实学习佛陀的教法，根本就在一个“信”字。比如说，你信不信佛陀是圆满的觉者？这一点从心底里信了吗？第二，对佛陀说的法，相信不相信一定能够引领着众生走向解脱的？这一点信了吗？,0,/Users/apple/study/buddhism/output/quizzes.csv
045,二时教法修行次第,9,多选题,9．【多选题】依据课程内容，对于“佛陀横向教理体系”，以下选项中理解正确的有哪些？,A. 横向的教理体系，一定是分前后两部分。 || B. 第一部分解构我们凡夫自以为的真实世界。 || C. 第二部分，佛陀给对圣者境界更感兴趣的众生直接讲什么才是佛陀证悟的真实。 || D. 横向教理体系前后两部分，但无次第关系，可依众生需求灵活运用。,AB,佛法修行的次第，横向的教理体系，一定是分前后两部分：第一部分解构我们凡夫自以为的真实世界；第二部分，佛陀给那些通过第一部分的学习把凡夫境界的存在已经解构了的众生说第二件事儿：什么才是佛陀证悟的真实。这是次第，不能颠倒，因为妨碍着凡夫见到佛陀证悟的真实的最大障碍，就是我们凡夫死死地抓住了在佛陀看来根本不真实的甚至根本不存在的世界当作真实的存在。这个障碍不根除，是不可能见到佛陀证悟的真实。,0,/Users/apple/study/buddhism/output/quizzes.csv
045,二时教法修行次第,10,多选题,10．【多选题】依据课程内容，“三世佛冤”是如何形成的？,A. 没有把凡夫境界空干净就去讲佛陀证悟的真实。 || B. 把凡夫的境界彻底解构完了之后，才安立、表达佛陀证悟的真实的名言。 || C. 凡夫境界没有被彻底解构，没有解构干净的时候就讲真如、法性、如来藏。 || D. 凡夫把为表述佛陀证悟的真实而安立的这些名言，类比于我们凡夫境界的实有去理解。,ACD,因为佛教界的普遍现象就是，没有把凡夫境界空干净就去讲佛陀证悟的真实——法性、真如、如如、实相、如来藏，这个现象太普遍了。一定要注意，这些在佛法中描述佛陀证悟的真实的名言——法性、真如、如如、实相、如来藏，一定是要把凡夫的境界彻底解构完了之后才能安立，才能表达。凡夫境界没有被彻底解构，没有解构干净的时候讲真如、法性、如来藏，凡夫一定把为表述佛陀证悟的真实而安立的这些名言，类比于我们凡夫境界的实有去理解，那是“三世佛冤”。,0,/Users/apple/study/buddhism/output/quizzes.csv
045,二时教法修行次第,11,多选题,11．【多选题】四重二谛概括起来就一个字“空”，下列选项中对这个“空”理解错误的有哪些？,A. 四重二谛的前两重二谛讲空性，后两重二谛归结为性空。 || B. 空就是用来解释我们凡夫自以为的真实世界的。 || C. 空是说给登地菩萨听的，不是给凡夫听的。 || D. 空凡夫自以为的真实世界，空凡夫误以为有个真实的凡夫境界的这个误以为的错误认识。,ABC,前边讲教理，讲了四重二谛，概括起来，归根结底就一个字：“空”。前两重二谛讲性空（参12、13两节，78-89页），后两重二谛归结为空性（参35、36两节，235-247页）。什么是空？空就是解构，就是解构我们凡夫自以为的真实世界。……佛陀讲空恰恰就是说给我们这些凡夫听的。你要不是凡夫，见道了，是登地以上的菩萨了，到了那个时候，佛陀给你说法的时候，就不再这样没完没了说空了。正是因为你是凡夫，所以才要讲空。空什么？空凡夫自以为的真实世界，空凡夫误以为有个凡夫境界的真实世界这个误以为的错误认识。,0,/Users/apple/study/buddhism/output/quizzes.csv
045,二时教法修行次第,12,单选题,12．【单选题】依据课程内容，《金刚经》第十四段经文中的“信心清净”是什么意思？,A. 就是什么都不想、不生杂念的意思。 || B. 就是对佛陀说的凡夫境界的一切的存在都是根本不存在的这件事儿，从心底里生起了信心。 || C. 就是相信我们这个世界必将变得更加美好。 || D. 盘腿打坐，一心专念，相信这样做一定能往生极乐世界。,B,信心清净，就是对佛陀说的凡夫境界一切的存在都是根本不存在的这件事儿，从心底里生起了信心，绝对相信，能够证悟这种空性，叫信心清净。,0,/Users/apple/study/buddhism/output/quizzes.csv
045,二时教法修行次第,13,多选题,13．【多选题】依据课程内容，在佛法里，对“清净”和“杂染”、“着相”和“离相”，以下选项中理解正确的有哪些？,A. 清净跟杂染，是一对概念，一对儿名言。 || B. 最初步的第一重解释，清净就是离相，杂染就是着相。 || C. 着相就是死死地执着着凡夫自以为的真实世界为实有。 || D. 离相就是知道凡夫境界的相是真实存在的，但不去执着。 || E. 证空性就是清净。,ABCE,佛法里与清净对应的叫“杂染”或“染污”。清净跟杂染，是一对概念，一对儿名言。那什么是清净？什么是杂染？最初步的第一重解释，清净就是离相，杂染就是着相。什么是相？就是凡夫自以为的真实世界，着相就是死死地执着着凡夫自以为的真实世界为实有。那什么是离相？清净就是离相，离相就是知道凡夫境界如梦如幻，根本就不真实，进而还要知道，凡夫境界不仅不是不真实的问题，还是根本就不存在——空性。所以，“信心清净”，什么是清净？直接讲，证空性就是清净。,0,/Users/apple/study/buddhism/output/quizzes.csv
045,二时教法修行次第,14,多选题,14．【多选题】依据课程内容，对经文“信心清净，则生实相”，以下选项中理解正确的有哪些？,A. 信心清净的结果就是“则生实相”。 || B. 在二时教法中，实相就是佛陀作为智者证悟的真实。 || C. 在二时教法中，佛陀证悟的真实，用了一个常用的名言来表达，就是“实相”。 || D. 能够证诸法空性——这是前提，而后生实相，而后能够见证佛陀证悟的真实。这就是次第。,ABCD,信心清净的结果是什么？“则生实相”。实相这个名言要格外注意，这是佛陀二时教法常用的一个名言。什么是实相？实相就是佛陀作为智者证悟的真实。佛陀证悟的真实，在佛陀的二时教法中，用了一个常用的名言来表达，就是“实相”。“信心清净，则生实相。”能够证诸法空性——这是前提，而后生实相，而后能够见证佛陀证悟的真实。这就是次第。,0,/Users/apple/study/buddhism/output/quizzes.csv
045,二时教法修行次第,15,多选题,15．【多选题】关于二时教法修行次第中的“悟无我”，下列选项中说法正确的有哪些？,A. 悟无我，就是知道凡夫境界上一切的存在，都以根本不存在为基本特征——空性，无生。 || B. 悟无我，就是知道凡夫境界上一切的存在，都是没有常一不变的独立存在性的存在——性空，无自性。 || C. 悟无我是二时教法修行的第一个次第，是前行法。 || D. 悟无我是甚深大法，已经进入大乘佛法的门槛。,BC,悟无我，就是知道凡夫境界上一切的存在，都是没有常一不变的独立存在性的存在——性空，无自性，这是第一个次第，是前行法，为进入大乘佛法奠定基础。,0,/Users/apple/study/buddhism/output/quizzes.csv
045,二时教法修行次第,16,多选题,16．【多选题】关于二时教法修行次第中的“证空性”、“见实相”，下列选项中哪些表述是正确的？,A. 证空性是第二步，即凡夫境界以一切都不存在为基本特征。 || B. 证空性是第二步，即凡夫境界以一切都没有常一不变的独立存在性为基本特征。 || C. 证了空性，就为修行次第的第三件事儿奠定了基础。 || D. 第三件事儿就是见实相，实相是佛陀证悟的真实。,ACD,进入大乘佛法修什么？就是第二步，证空性。没有常一不变的独立存在性的存在，其实就是不存在。凡夫境界以一切都不存在为基本特征，悟无我破我执，证空性破实执。证了空性，就为修行次第的第三件事儿奠定了基础，第三件事儿就是见实相。实相是佛陀证悟的真实。,0,/Users/apple/study/buddhism/output/quizzes.csv
045,二时教法修行次第,17,多选题,17．【多选题】依据课程内容，关于佛陀二时教法的修行次第，下列选项中说法正确的有哪些？,A. 悟无我，证空性，就是破增益，悟无我破实执，证空性破我执。 || B. 见实相就是补损减。 || C. 如果不讲悟无我，不讲证空性，直接讲实相，讲佛陀证悟的真实，其实依然属于说相似佛法。 || D. 不讲悟无我、证空性而直接讲实相，这种不讲次第的说法，有时更加对机，能够直戳要害。,BC,悟无我，证空性，就是破增益，悟无我破我执，证空性破实执，见实相就是补损减，这是修行的次第。如果不讲悟无我，不讲证空性，直接讲实相，讲佛陀证悟的真实，这种不讲次第的说法，其实依然属于说相似佛法。,0,/Users/apple/study/buddhism/output/quizzes.csv
045,二时教法修行次第,18,填空题,18.【填空题】依据课程内容，佛陀二时教法的修行次第，对于凡夫而言，是三件事：（），（），（）。,,悟无我，证空性，见实相,佛陀二时教法的修行次第，对于凡夫而言，是三件事：悟无我，证空性，见实相。,0,/Users/apple/study/buddhism/output/quizzes.csv
045,二时教法修行次第,19,简答题,19.【简答题】简述佛陀二时教法中，“悟无我、证空性、见实相”的修行次第关系及其内涵和解构对象分别是什么？,,"次第关系：
佛陀二时教法的修行次第，对于凡夫而言，是三件事：悟无我，证空性，见实相。
内涵及解构对象：
（1）悟无我，这是第一个次第，就是知道凡夫境界一切存在无常一不变的独立自性（性空、无自性），是前行法，为进入大乘佛法奠定基础，悟无我破我执。
（2）进入大乘佛法的修行，就是第二步，证空性，就是证得凡夫境界以一切不存在为基本特征，证空性破实执。证了空性，就为修行次第的第三件事儿奠定了基础。
（3）第三件事儿就是见实相，实相是佛陀证悟的真实。
悟无我，证空性，就是破增益，见实相就是补损减，这是修行的次第。如果不讲悟无我，不讲证空性，直接讲实相，讲佛陀证悟的真实，这种不讲次第的说法，其实依然属于说相似佛法。",,1,/Users/apple/study/buddhism/output/quizzes.csv
045,二时教法修行次第,20,简答题,【简答题】简述“三世佛冤”的内涵及形成原因，以及如何避免“三世佛冤”？,,"（1）内涵：凡夫境界没有被彻底解构，没有解构干净的时候讲真如、法性、如来藏，凡夫一定把为表述佛陀证悟的真实而安立的这些名言，类比于我们凡夫境界的实有去理解，这种误解就是“三世佛冤”。
（2）产生原因：未严格遵循佛陀横向教理体系及二时教法的修行次第，跳过破增益——悟无我、证空性，没有把凡夫境界空干净，直接讲解实相等描述圣者境界的名言。凡夫把为表述佛陀证悟的真实而安立的这些名言，执取为凡夫境界的实有。
（3）避免方法：
①严格遵循修行次第：
修行要严格按照佛陀横向教理体系，先破增益“解构凡夫境界”（悟无我破我执、证空性破实执），彻底破干净后，再补损减，再讲解佛陀证悟的真实，修行次第不能颠倒；所以悟无我，证空性，就是破增益，见实相就是补损减，这是修行的次第。如果不讲悟无我，不讲证空性，直接讲实相，讲佛陀证悟的真实，这种不讲次第的说法，其实依然属于说相似佛法。
②明确名言意义：
佛陀说的法仅仅是筏子、是船、是过河的工具，不可执着佛陀安立的名言（空性、实相）为凡夫境界的实有。要清楚空性这个名言，是为解构凡夫境界而安立；实相、真如等名言是佛陀为表述佛陀证悟的真实而安立，不可将其类比凡夫境界的实有理解。",,1,/Users/apple/study/buddhism/output/quizzes.csv
045,二时教法修行次第,21,论述题,21．【论述题】依据课程内容，如何理解经文“信心清净，则生实相”以及这一表述对凡夫修行的指导意义。,,"（1）经文理解：
佛法里，清净跟杂染，是一对概念，一对名言。
最初步的第一重解释，清净就是离相，杂染就是着相。
相：就是凡夫自以为的真实世界，着相就是死死地执着着凡夫自以为的真实世界为实有。
离相：清净就是离相，离相就是知道凡夫境界如梦如幻，根本就不真实，进而还要知道，凡夫境界不仅不是不真实的问题，还是根本就不存在——空性。
信：《华严经》说：“信为道元功德母”，其实学习佛陀的教法，根本就在一个“信”字。比如，信佛陀是圆满的觉者，信佛陀说的法。
①信心清净：就是对佛陀说的凡夫境界一切的存在都是根本不存在的这件事儿，从心底里生起了信心，绝对相信，能够证悟这种空性，叫信心清净。
②实相：实相是佛陀二时教法中常用的名言，指佛陀证悟的真实，一定是要把凡夫的境界彻底解构完了之后才能安立，才能表达。
③二者的次第：信心清净，能够证诸法空性——这是前提，而后生实相，而后能够见证佛陀证悟的真实。这就是次第，不可颠倒。
（2）对凡夫修行的指导意义：
①明确修行核心：凡夫修行需先建立坚定的信心（信佛陀是圆满的觉者、信佛法），避免半信半疑的状态，再逐步达到信心清净。直接讲，证空性就是清净。
②遵循修行次第：严格遵循二时教法的修行次第：悟无我，证空性，见实相。不讲“悟无我、证空性”直接讲“见实相”，这是说相似佛法。需先彻底解构凡夫境界的实有见（破增益），再讲佛陀见证的真实（补损减），避免陷入“三世佛冤”。
③正视修行难点：对凡夫而言，破增益才是重头戏。凡夫多生累劫积淀的实有认知坚固，需彻底解构破除这种执着，才能逐步达到信心清净，进而证空性、见实相。",,1,/Users/apple/study/buddhism/output/quizzes.csv
046,忍辱波罗蜜,1,多选题,1.【多选题】在《金刚经》中，须菩提是如何极度赞叹听了《金刚经》信心清净，内心能生起实相的人？,A. 鸠摩罗什译本：“当知是人，成就第一希有功德。” || B. 玄奘译本：“当知成就最胜希有。” || C. 义净法师译作：“当知是人，最上希有。” || D. 须菩提说，应该知道这样的人，成就了最殊胜的功德，是世间最高统治的转轮王。,ABC,须菩提说，如果有人听了《金刚经》，信心清净，内心能生起实相，“当知是人，成就第一希有功德。”这句话玄奘译作：“当知成就最胜希有。”义净法师译作：“当知是人，最上希有。”这是极度的赞叹。,0,/Users/apple/study/buddhism/output/quizzes.csv
046,忍辱波罗蜜,2,填空题,2.【填空题】佛陀二时教法中，从方便说上讲，实相是佛陀作为智者证悟的（）；从究竟意义上讲，实相是远离凡夫真实与虚假这一对（）概念的境界。不真不假。不真不假即是（）。,,真实，相待，中道,佛陀二时教法中，从方便说上讲，实相是佛陀作为智者证悟的真实；从究竟意义上讲，实相是远离我们凡夫真实与虚假这一对相待概念的境界。不真不假。不真不假即是中道。,0,/Users/apple/study/buddhism/output/quizzes.csv
046,忍辱波罗蜜,3,多选题,3.【多选题】对于经文“世尊，是实相者，则是非相，是故如来说名实相。”以下选项中理解正确的有哪些？,A. 这句经文是被称为“解空第一”的弟子须菩提所言。 || B. 佛陀安立了“实相”这个名言，就说明实相在凡夫境界真实存在。 || C. 须菩提怕凡夫执着实相这个名言为实有，运用了佛陀说法著名的三段论：实相者即是非相，是名实相，来对治凡夫对实相这个名言的执着。 || D. 佛陀安立“实相”的名言，只是作为方便，度化众生。,ACD,须菩提不愧为是“解空第一”的弟子，安立了“实相”这个名言，怕我们凡夫立刻执着实相为实有，所以他运用了佛陀说法著名的三段论：实相者即是非相，是名实相。佛陀安立“实相”的名言，只是作为方便，度化众生。,0,/Users/apple/study/buddhism/output/quizzes.csv
046,忍辱波罗蜜,4,多选题,4.【多选题】依据经文“世尊，我今得闻如是经典，信解受持，不足为难。若当来世，后五百岁，其有众生，得闻是经，信解受持，是人则为第一希有。”下列选项中理解正确的有哪些？,A. 须菩提说，我今天听了这个甚深的般若法门，我信解受持，不难。 || B. 须菩提说，他自己听了这个甚深的般若法门，能够信解受持，是第一希有。 || C. 末法时期，如果有众生听闻金刚般若这个甚深的法门能够信解受持的话，这样的人是第一希有。 || D. 如果我们对甚深的般若波罗蜜法门能够信解受持，那么须菩提表扬的就是我们。 || E. 后五百岁即指末法时期，佛法在世间的传播呈下坡趋势，离佛陀越远的众生，领受教诲能力越弱，已无人能够信解受持《金刚经》。,ACD,须菩提说，我今天听了这个甚深的般若法门，我信解受持，不难，因为我亲闻佛陀您老人家说法。但是等您灭度以后，到了后五百岁，到了末法时期——佛陀讲过，佛法在世间的传播是走下坡路的，离佛陀越远的众生，领受佛陀教诲的能力越弱；我们今天就是后五百岁，这就指末法时期，如果有众生听闻金刚般若这个甚深的法门，他能够信解受持的话，这样的人是第一希有。我们在这里共同学习《金刚经》，如果你对这个甚深的般若波罗蜜法门能够信解受持，那么须菩提表扬的就是你。,0,/Users/apple/study/buddhism/output/quizzes.csv
046,忍辱波罗蜜,5,多选题,5.【多选题】对经文“何以故？此人无我相、人相、众生相、寿者相，所以者何？我相即是非相，人相、众生相、寿者相即是非相。”以下选项中理解正确的有哪些？,A. 能够信解受持《金刚般若波罗蜜经》的人是第一希有，因为他没了我相、人相、众生相、寿者相。 || B. 无我相，是原来有一个我相，后来通过修行，把这个我相给修掉了，舍去了。 || C. 我相，原本就根本不存在，所以“我相即是非相”。 || D. 同理，人相、众生相、寿者相，原本就根本不存在，所以“人相、众生相、寿者相即是非相。”,ACD,为什么说能够信解受持《金刚般若波罗蜜经》的人是第一希有？因为他没了我相、人相、众生相、寿者相。“我相即是非相”，这句话要特别注意。无我相，是不是原来有一个我相，后来通过修行，把这个我相给修掉了，舍去了，所以“无我相”了？不是的。这个我相，原本就根本不存在，所以“我相即是非相”。同理，“人相、众生相、寿者相即是非相。”,0,/Users/apple/study/buddhism/output/quizzes.csv
046,忍辱波罗蜜,6,判断题,6.【判断题】“何以故？离一切诸相，则名诸佛。”佛是远离一切相的，这个“相”就是我们凡夫所执着的凡夫自以为的事物的表象。,,错误,“何以故？离一切诸相，则名诸佛。”佛是远离一切相的，什么是相？就是我们凡夫所执着的凡夫自以为的真实世界。,0,/Users/apple/study/buddhism/output/quizzes.csv
046,忍辱波罗蜜,7,多选题,7.【多选题】《金刚经》第十四段从“须菩提涕泪悲泣而白佛言”一直说到“离一切诸相，则名诸佛。”结合经文的上下文，下列选项中理解正确的有哪些？,A. 这段经文都是须菩提讲的，做了一段自己听了佛陀教诲后的学习分享。 || B. 这段经文是佛陀在给须菩提讲解甚深般若波罗蜜法门。 || C. 须菩提分享这段经文之后，佛陀以“如是如是”印可了须菩提的分享。 || D. 这段经文之后，佛陀说“如是如是”，教诲须菩提要如是我闻。,AC,第十四段从一开始，“须菩提涕泪悲泣而白佛言”，他一直说到这儿为止，这一大段话，都是须菩提讲的。用我们今天的话讲，这是须菩提听了佛陀前边的甚深般若波罗蜜法门的教诲之后，他很受感动，做了一段自己学习的分享。须菩提分享之后，佛陀说“如是如是”，这就是对前面须菩提这一大段的分享的印可。,0,/Users/apple/study/buddhism/output/quizzes.csv
046,忍辱波罗蜜,8,多选题,8.【多选题】依据课程内容，对于什么是“佛经”和“佛说”的理解，下列选项中说法错误的有哪些？,A. 经一定句句都是佛陀亲口所说。 || B. 经一定都是释迦牟尼佛亲口所说。 || C. 被佛印可的弟子所说，依然也算佛说。 || D. 被佛印可的弟子所说，不能算佛说。,AD,什么是佛经？经一定都是释迦牟尼佛亲口所说。但是，是不是句句都是佛陀亲口所说呢？也不尽然。有一些是佛陀亲口所说，但还有一些是佛陀的弟子说。比如说在这里，就是须菩提说。但是佛陀的弟子说完之后，佛陀印可了弟子的说法。比如在这里，佛陀说“如是如是”，这就是对前面须菩提这一大段的分享的印可。被佛印可的弟子所说，依然也算佛说。,0,/Users/apple/study/buddhism/output/quizzes.csv
046,忍辱波罗蜜,9,多选题,9.【多选题】依据课程内容，关于凡夫听闻甚深的金刚般若波罗蜜法门的表述，下列选项中正确的有哪些？,A. 凡夫听闻甚深的金刚般若波罗蜜法门，能够“不惊不怖不畏”，这样的人甚为希有。 || B. 听闻大乘佛法特别是般若波罗蜜的甚深法门，对空性的领受，多数众生是欣然接受的。 || C. 大多数凡夫听闻这种彻底颠覆性的法门后，往往是有抵触的，甚至内心是惊恐的。 || D. 多数情况下，若有人念《金刚经》时没有感到惊恐，说明他已从心底里领受了佛陀的般若波罗蜜的甚深法门。,AC,一个凡夫，听了甚深的金刚般若波罗蜜法门，能够“不惊不怖不畏”，这样的人是“甚为希有”的，为什么呢？因为大乘佛法特别是般若波罗蜜的甚深法门，是对我们凡夫境界的彻底颠覆，这种彻底颠覆性的法门，凡夫听了以后，往往是有抵触的，甚至内心是惊恐的。比如说，对空性的领受，多数众生是惊恐的。有人说，我念《金刚经》就没惊恐，那是因为你没从心底里领受佛陀的般若波罗蜜的甚深法门。,0,/Users/apple/study/buddhism/output/quizzes.csv
046,忍辱波罗蜜,10,多选题,10.【多选题】对经文“如来说第一波罗蜜，非第一波罗蜜，是名第一波罗蜜。”以下选项中理解正确的有哪些？,A. “第一”，梵文是“parama”，意为“最高”，“第一波罗蜜”指忍辱波罗蜜。 || B. “第一波罗蜜”，玄奘法师和义净法师都译作“最胜波罗蜜”。 || C. 六波罗蜜当中最胜的是般若波罗蜜，而佛陀马上又说，如来说般若波罗蜜，非般若波罗蜜，是名般若波罗蜜。 || D. 众生又不能执般若波罗蜜为实有，它不过是假安立的名言，是度众生的方便。,BCD,“何以故？须菩提，如来说第一波罗蜜，非第一波罗蜜，是名第一波罗蜜。”“第一”，梵文是“parama”，意为“最高”，玄奘法师和义净法师都译作“最胜波罗蜜”。六波罗蜜里哪个是最高的、最胜波罗蜜呢？般若波罗蜜。所以前面佛陀讲，听了般若波罗蜜甚深法门的众生会惊恐，而佛陀马上又说，如来说般若波罗蜜，非般若波罗蜜，是名般若波罗蜜。众生又不能执这个般若波罗蜜为实有，它不过是假安立的名言，是度众生的方便。,0,/Users/apple/study/buddhism/output/quizzes.csv
046,忍辱波罗蜜,11,多选题,11.【多选题】依据课程内容，下列选项中对“忍辱波罗蜜”理解正确的有哪些？,A. 忍辱波罗蜜排在波罗蜜的第三位，法义很狭义，仅指忍辱。 || B. 忍辱波罗蜜，梵文是“kṣānti-pāramitā”，“kṣānti”就是“忍”的意思，没有“辱”，是“忍波罗蜜”。 || C. “忍”是“忍耐、忍受”，忍受种种的苦难。大乘佛法很重要的修行法门，就是这个“忍”字。 || D. 普通人最难以忍受的是欺辱、侮辱，所以佛法往往总是拿忍“辱”——忍耐欺辱、侮辱，作为例子讲忍波罗蜜，也译作“忍辱波罗蜜”。,BCD,忍辱波罗蜜排在波罗蜜的第三位，排在布施、持戒之后。什么是忍辱？忍辱波罗蜜，梵文是“kṣānti-pāramitā”，“kṣānti”就是“忍”的意思，没有“辱”，是“忍波罗蜜”。“忍”是“忍耐、忍受”的意思。忍受种种的苦难。所以，大乘佛法的修行，很重要的修行法门，就是这个“忍”字。大乘六度这个第三个度，忍波罗蜜的法义是很宽泛的。但是作为一个普通的人，首先面对的，最让他难以忍受的是什么？是欺辱，是侮辱。所以佛法讲忍波罗蜜的时候，往往总是拿忍“辱”——忍耐欺辱、侮辱，作为例子讲忍波罗蜜，所以往往把忍波罗蜜也译作“忍辱波罗蜜”。,0,/Users/apple/study/buddhism/output/quizzes.csv
046,忍辱波罗蜜,12,多选题,12.【多选题】依据本讲内容，作为一个修行者，要忍受哪些苦难呢？,A. 法忍 || B. 容忍 || C. 生忍 || D. 无生法忍 || E. 难行能行，难忍能忍,ACDE,作为一个修行者，要忍受哪些苦难呢？第一，我们作为一个众生，首先有风寒暑热之苦，还会有种种的病痛之苦，这个忍叫“法忍”。第二，我们这一生要生存，会有种种的不如意。所以生活当中有种种的苦需要忍，这样的忍叫“生忍”。第三，当我们听闻大乘佛法的时候，当听说一切法无生，凡夫听了无生，内心痛苦啊！需要忍，这个在佛法里叫“无生忍”，也叫“无生法忍”。第四，当我们学习修行大乘佛法的时候，我们要发菩提心，誓愿度一切众生，那就是荷担了众生一切的苦难，这才是菩萨行。概括为八个字：“难行能行，难忍能忍。”,0,/Users/apple/study/buddhism/output/quizzes.csv
046,忍辱波罗蜜,13,多选题,13.【多选题】依据课程内容，下列选项中对“法忍”和“生忍”理解错误的有哪些？,A. 众生有风寒暑热之苦，还会有种种的病痛之苦，这是需要忍的，叫“法忍”。 || B. 众生听说一切法无生的法义时，需要忍受内心痛苦，叫“法忍”。 || C. 在社会生活当中，会有种种的不如意，有种种的苦需要忍，叫“生忍”。 || D. 在度众生的过程中，会产生种种的痛苦，需要忍，叫“生忍”。,BD,第一，我们作为一个众生，首先有风寒暑热之苦，这些苦作用到身体上，我们还会有种种的病痛之苦，这是我们需要忍的，佛教管这个忍叫“法忍”。第二，我们这一生生于人间，要生存，就要从事种种的社会生活。在社会生活当中，会有种种的不如意。其实随着人生的经验越来越多，会发现人生当中的不如意，多于如意。所以生活当中有种种的苦需要忍，佛法管这样的忍叫“生忍”。,0,/Users/apple/study/buddhism/output/quizzes.csv
046,忍辱波罗蜜,14,单选题,14.【单选题】依据课程内容，下列选项中对“无生法忍”的描述，错误的是哪个？,A. 听闻大乘佛法的一切法无生时，内心痛苦，需要忍，叫“无生法忍”。 || B. 当我们感到生命中有法忍、有生忍，有很多痛苦需要去忍，叫“无生法忍”。 || C. 《大智度论》里形容“无生法忍”：“如刀伤心”，就像拿刀子剜心一般的痛苦。 || D. 听闻大乘佛法、听空性、听无生，对于凡夫而言是痛苦的事儿，需要忍，叫“无生忍”，也叫“无生法忍”。,B,当我们感到生命中有法忍、有生忍，有很多痛苦需要去忍，我们需要解脱，就来听闻佛法；但是，当我们听闻大乘佛法的时候，当听说一切法无生，我们凡夫境界上一切的存在根本是不存在，压根儿就没产生，凡夫听了无生，内心痛苦啊！《大智度论》里形容：“如刀伤心”，就像拿刀子剜心一般的苦、痛苦。所以听闻大乘佛法、听空性、听无生，对于凡夫而言是痛苦的事儿，需要忍，这个在佛法里叫“无生忍”，也叫“无生法忍”。,0,/Users/apple/study/buddhism/output/quizzes.csv
046,忍辱波罗蜜,15,多选题,15.【多选题】依据课程内容，如何正确理解菩萨行是“难行能行，难忍能忍”？,A. 众生难度，只要发心度众生，就会发现，会产生种种的痛苦。 || B. 众生不接受你的度化，你去度众生，反而带来很多非议，带来很多障碍。 || C. 度众生是很难的一件事情，遇非议和障碍时，只需度化接受自己的众生即可。 || D. 发菩提心就是要荷担众生一切的苦难，把众生的苦难当作自己的苦难，这才是菩萨行。,ABD,当我们学习修行大乘佛法的时候，我们要发大心，也就是发菩提心，誓愿度一切众生。可是众生难度，只要发心度众生，就会发现，会产生种种的痛苦。众生不接受你的度化，你去度众生，反而带来很多非议，带来很多障碍。所以度众生是很难的一件事情。而且既然发的是菩提心，那就是荷担了众生一切的苦难，把众生的苦难当作自己的苦难，这才是菩萨行。所以要知道，菩萨行概括为八个字：“难行能行，难忍能忍。”,0,/Users/apple/study/buddhism/output/quizzes.csv
